org_id,final_tsn,final_id,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies
didymops,101851,didymops,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,corduliidae,macromiinae,,,didymops,,,
dimecoenia_spinosa,147484,dimecoenia_spinosa,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,ephydridae,ephydrinae,ephydrini,,dimecoenia,,dimecoenia_spinosa,
dineutus,112711,dineutus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,adephaga,,,gyrinidae,gyrininae,enhydrini,,dineutus,,,
diphetor_hageni,568598,diphetor_hageni,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,,diphetor,,diphetor_hageni,
diphetor,568550,diphetor,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,,diphetor,,,
diplectrona,115399,diplectrona,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,diplectroninae,,,diplectrona,,,
diplocladius_cultriger,128671,diplocladius_cultriger,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,diplocladius,,diplocladius_cultriger,
diplocladius,128670,diplocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,diplocladius,,,
diura,103094,diura,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlodidae,perlodinae,perlodini,,diura,,,
dixa,125810,dixa,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,dixidae,,,,dixa,,,
dixella,125854,dixella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,dixidae,,,,dixella,,,
djalmabatista,128271,djalmabatista,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,procladiini,,djalmabatista,,,
dolophilodes,115319,dolophilodes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,philopotamoidea,philopotamidae,philopotaminae,,,dolophilodes,,,
donacia,114510,donacia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,cucujiformia,chrysomeloidea,chrysomelidae,donaciinae,donaciini,,donacia,,,
dreissena_bugensis,567514,dreissena_bugensis,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,dreissenoidea,dreissenidae,,,,dreissena,,dreissena_bugensis,
dreissena_polymorpha,81339,dreissena_polymorpha,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,dreissenoidea,dreissenidae,,,,dreissena,,dreissena_polymorpha,
dreissena,81338,dreissena,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,dreissenoidea,dreissenidae,,,,dreissena,,,
drunella_cornuta,609595,drunella_cornuta,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,drunella,,drunella_cornuta,
drunella_cornutella,101366,drunella_cornutella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,drunella,,drunella_cornutella,
drunella_lata,185972,drunella_lata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,drunella,,drunella_lata,
drunella,101365,drunella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,drunella,,,
drunella_tuberculata,185974,drunella_tuberculata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,drunella,,drunella_tuberculata,
drunella_walkeri,185973,drunella_walkeri,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,drunella,,drunella_walkeri,
dubiraphia_bivittata,114129,dubiraphia_bivittata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,dubiraphia,,dubiraphia_bivittata,
dubiraphia_quadrinotata,114130,dubiraphia_quadrinotata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,dubiraphia,,dubiraphia_quadrinotata,
dubiraphia,114126,dubiraphia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,dubiraphia,,,
dubiraphia_vittata,114131,dubiraphia_vittata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,,dubiraphia,,dubiraphia_vittata,
dugesia,54503,dugesia,animalia,bilateria,protostomia,platyzoa,platyhelminthes,rhabditophora,trepaxonemata,,,,neoophora,eulecithophora,adiaphanida,geoplanoidea,dugesiidae,,,,dugesia,,,
dugesia_tigrina,1038742,girardia_tigrina,animalia,bilateria,protostomia,platyzoa,platyhelminthes,rhabditophora,trepaxonemata,,,,neoophora,eulecithophora,adiaphanida,geoplanoidea,dugesiidae,,,,girardia,,girardia_tigrina,
eccoptura,102939,eccoptura,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,acroneuriinae,acroneuriini,,eccoptura,,,
eccoptura_xanthenes,102940,eccoptura_xanthenes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,acroneuriinae,acroneuriini,,eccoptura,,eccoptura_xanthenes,
echinogammarus_ischnus,656834,echinogammarus_ischnus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,amphipoda,gammaridea,,,gammaridae,,,,echinogammarus,,echinogammarus_ischnus,
eclipidrilus,68473,eclipidrilus,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,lumbriculata,,,lumbriculida,,,,lumbriculidae,,,,eclipidrilus,,,
ectopria_nervosa,114088,ectopria_nervosa,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,psephenidae,eubriinae,,,ectopria,,ectopria_nervosa,
ectopria,114087,ectopria,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,psephenidae,eubriinae,,,ectopria,,,
edotea,542121,edotia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,valvifera,,,idoteidae,,,,edotia,,,
einfeldia_natchitocheae,129463,einfeldia_natchitocheae,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,einfeldia,,einfeldia_natchitocheae,
einfeldia,129459,einfeldia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,einfeldia,,,
elliptio_complanata,79952,elliptio_complanata,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,palaeoheterodonta,,,unionoida,,,unionoidea,unionidae,ambleminae,pleurobemini,,elliptio,,elliptio_complanata,
elliptio,79951,elliptio,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,palaeoheterodonta,,,unionoida,,,unionoidea,unionidae,ambleminae,pleurobemini,,elliptio,,,
enallagma,102102,enallagma,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,zygoptera,,,coenagrionidae,,,,enallagma,,,
endochironomus_nigricans,129471,endochironomus_nigricans,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,endochironomus,,endochironomus_nigricans,
endochironomus,129470,endochironomus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,endochironomus,,,
endochironomus_subtendens,129474,endochironomus_subtendens,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,endochironomus,,endochironomus_subtendens,
endotribelos_hesperium,130047,endotribelos_hesperium,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,endotribelos,,endotribelos_hesperium,
endotribelos,130046,endotribelos,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,endotribelos,,,
epeorus,100626,epeorus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,,epeorus,,,
epeorus_vitreus,100649,epeorus_vitreus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,,epeorus,,epeorus_vitreus,
ephemera_guttulata,101529,ephemera_guttulata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,ephemeridae,,,,ephemera,,ephemera_guttulata,
ephemera_simulans,101530,ephemera_simulans,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,ephemeridae,,,,ephemera,,ephemera_simulans,
ephemera,101526,ephemera,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,ephemeridae,,,,ephemera,,,
ephemerella_aurivillii,101255,ephemerella_aurivillii,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,ephemerella,,ephemerella_aurivillii,
ephemerella_dorothea,101272,ephemerella_dorothea,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,ephemerella,,ephemerella_dorothea,
ephemerella_excrucians,101276,ephemerella_excrucians,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,ephemerella,,ephemerella_excrucians,
ephemerella_invaria,101282,ephemerella_invaria,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,ephemerella,,ephemerella_invaria,
ephemerella_needhami,101291,ephemerella_needhami,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,ephemerella,,ephemerella_needhami,
ephemerella_rotunda,101282,ephemerella_invaria,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,ephemerella,,ephemerella_invaria,
ephemerella,101233,ephemerella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,ephemerella,,,
ephemerella_subvaria,101241,ephemerella_subvaria,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,ephemerella,,ephemerella_subvaria,
ephoron_leukon,101572,ephoron_leukon,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,polymitarcyidae,,,,ephoron,,ephoron_leukon,
ephoron,101570,ephoron,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,polymitarcyidae,,,,ephoron,,,
ephydra,147486,ephydra,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,ephydridae,ephydrinae,ephydrini,,ephydra,,,
epicordulia,591871,epitheca_(epicordulia),animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,corduliidae,corduliinae,,,epitheca,epitheca_(epicordulia),,
epoicocladius,128682,epoicocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,epoicocladius,,,
eristalis,140904,eristalis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,syrphidae,eristalinae,eristaliini,eristaliina,eristalis,,,
erpobdella,69444,erpobdella,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,lumbriculata,,,hirudinida,arhynchobdellida,erpobdelliformes,,erpobdellidae,erpobdellinae,,,erpobdella,,,
erythemis,101865,erythemis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,libellulidae,,,,erythemis,,,
estigmene,117298,estigmene,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,lepidoptera,,,noctuoidea,erebidae,arctiinae,arctiini,spilosomina,estigmene,,,
eucorethra,125888,eucorethra,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chaoboridae,eucorethrinae,,,eucorethra,,,
eukiefferiella_brehmi,128704,eukiefferiella_brehmi,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,eukiefferiella_brehmi,
eukiefferiella_brevicalcar,128703,eukiefferiella_brevicalcar,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,eukiefferiella_brevicalcar,
eukiefferiella_claripennis,128693,eukiefferiella_claripennis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,eukiefferiella_claripennis,
eukiefferiella_coerulescens,128701,eukiefferiella_coerulescens,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,eukiefferiella_coerulescens,
eukiefferiella_devonica,128695,eukiefferiella_devonica,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,eukiefferiella_devonica,
eukiefferiella_gracei,128705,eukiefferiella_gracei,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,eukiefferiella_gracei,
eukiefferiella_pseudomontana,128706,eukiefferiella_pseudomontana,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,eukiefferiella_pseudomontana,
eukiefferiella_similis,553084,eukiefferiella_similis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,eukiefferiella_similis,
eukiefferiella,128689,eukiefferiella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,,
eukiefferiella_tirolensis,128689,eukiefferiella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,eukiefferiella,,eukiefferiella_tirolensis,
euparyphus,130436,euparyphus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,stratiomyomorpha,,stratiomyidae,stratiomyinae,oxycerini,,euparyphus,,,
eurylophella_funeralis,101332,eurylophella_funeralis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,eurylophella,,eurylophella_funeralis,
eurylophella,101324,eurylophella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,eurylophella,,,
eurylophella_temporalis,101326,eurylophella_temporalis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,eurylophella,,eurylophella_temporalis,
eurylophella_verisimilis,185971,eurylophella_verisimilis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,eurylophella,,eurylophella_verisimilis,
ferrissia_fragilis,76570,ferrissia_fragilis,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,ancylidae,,,,ferrissia,,ferrissia_fragilis,
ferrissia_parallela,76571,ferrissia_parallela,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,ancylidae,,,,ferrissia,,ferrissia_parallela,
ferrissia_rivularis,76572,ferrissia_rivularis,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,ancylidae,,,,ferrissia,,ferrissia_rivularis,
ferrissia,76569,ferrissia,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,ancylidae,,,,ferrissia,,,
ferrissia_walkeri,76575,ferrissia_walkeri,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,ancylidae,,,,ferrissia,,ferrissia_walkeri,
forcipomyia,127152,forcipomyia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,ceratopogonidae,forcipomyiinae,,,forcipomyia,,,
fossaria,76497,fossaria,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,lymnaeidae,,,,fossaria,,,
gammarus_fasciatus,93780,gammarus_fasciatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,amphipoda,gammaridea,,,gammaridae,,,,gammarus,,gammarus_fasciatus,
gammarus_pseudolimnaeus,93790,gammarus_pseudolimnaeus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,amphipoda,gammaridea,,,gammaridae,,,,gammarus,,gammarus_pseudolimnaeus,
gammarus,93773,gammarus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,amphipoda,gammaridea,,,gammaridae,,,,gammarus,,,
gammarus_tigrinus,93781,gammarus_tigrinus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,amphipoda,gammaridea,,,gammaridae,,,,gammarus,,gammarus_tigrinus,
georthocladius_fimbriosus,128714,georthocladius_fimbriosus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,georthocladius,,georthocladius_fimbriosus,
glossosoma,117159,glossosoma,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,glossosomatoidea,glossosomatidae,glossosomatinae,glossosomatini,,glossosoma,,,
glyptotendipes_dreisbachi,129487,glyptotendipes_dreisbachi,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,glyptotendipes,,glyptotendipes_dreisbachi,
glyptotendipes_lobiferus,129488,glyptotendipes_lobiferus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,glyptotendipes,,glyptotendipes_lobiferus,
glyptotendipes,129483,glyptotendipes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,glyptotendipes,,,
goeldichironomus,129506,goeldichironomus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,goeldichironomus,,,
goera,116423,goera,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,goeridae,goerinae,,,goera,,,
gomphus,101665,gomphus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,gomphidae,,,,gomphus,,,
goniobasis_livescens,71544,goniobasis_livescens,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,neotaenioglossa,,,,pleuroceridae,,,,goniobasis,,goniobasis_livescens,
goniobasis,71542,goniobasis,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,neotaenioglossa,,,,pleuroceridae,,,,goniobasis,,,
goniobasis_virginica,71851,elimia_virginica,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,neotaenioglossa,,,,pleuroceridae,,,,elimia,,elimia_virginica,
guttipelopia_guttipennis,128162,guttipelopia_guttipennis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,,guttipelopia,,guttipelopia_guttipennis,
guttipelopia,128161,guttipelopia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,,guttipelopia,,,
gymnometriocnemus,128718,gymnometriocnemus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,gymnometriocnemus,,,
gyraulus_circumstriatus,76593,gyraulus_circumstriatus,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,planorbidae,,,,gyraulus,,gyraulus_circumstriatus,
gyraulus_deflectus,76594,gyraulus_deflectus,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,planorbidae,,,,gyraulus,,gyraulus_deflectus,
gyraulus_parvus,76595,gyraulus_parvus,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,planorbidae,,,,gyraulus,,gyraulus_parvus,
gyraulus,76592,gyraulus,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,planorbidae,,,,gyraulus,,,
gyrinus,112654,gyrinus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,adephaga,,,gyrinidae,gyrininae,gyrinini,,gyrinus,,,
habrophlebia,101183,habrophlebia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,habrophlebia,,,
habrophlebia_vibrans,101184,habrophlebia_vibrans,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,habrophlebia,,habrophlebia_vibrans,
habrophlebiodes,101122,habrophlebiodes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,lanceolata,,leptophlebiidae,,,,habrophlebiodes,,,
haemonais,69003,haemonais,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,,haemonais,,,
haemonais_waldvogeli,69004,haemonais_waldvogeli,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,,haemonais,,haemonais_waldvogeli,
