NewID,DATE_bugs,GENSPECIES,INDIV
LGSS-26,6/25/2015,Helobdella stagnalis,2
LGSS-31,7/14/2015,Acerpenna sp.,1
LGSS-31,7/14/2015,Attenella sp.,1
LGSS-31,7/14/2015,Hydatophylax sp.,1
LGSS-31,7/14/2015,Hydroporous sp.,4
LGSS-31,7/14/2015,Dubiraphia sp.,7
LGSS-31,7/14/2015,Nigronia serricornis,1
LGSS-31,7/14/2015,Undetermined Tabanidae,1
LGSS-31,7/14/2015,Bezzia sp.,3
LGSS-31,7/14/2015,Thienemannimyia gr. spp.,3
LGSS-31,7/14/2015,Procladius sp.,5
LGSS-31,7/14/2015,Tribelos sp.,5
LGSS-31,7/14/2015,Polypedilum illinoense,3
LGSS-31,7/14/2015,Cricotopus sp.,1
LGSS-31,7/14/2015,Endotribelos sp.,4
LGSS-31,7/14/2015,Paralauterborniella nigrohalteralis,18
LGSS-31,7/14/2015,Paratanytarsus sp.,1
LGSS-31,7/14/2015,Parakiefferiella sp.,6
LGSS-31,7/14/2015,Saetheria sp.,6
LGSS-31,7/14/2015,Cladotanytarsus sp.,4
LGSS-31,7/14/2015,Psectrocladius sp.,4
LGSS-31,7/14/2015,Tanytarsus sp.,11
LGSS-31,7/14/2015,Paratendipes sp.,1
LGSS-31,7/14/2015,Natarsia sp.,1
LGSS-31,7/14/2015,Chironomus sp.,1
LGSS-31,7/14/2015,Thienemanniella sp.,1
LGSS-31,7/14/2015,Zavreliella sp.,1
LGSS-31,7/14/2015,Orthocladius sp.,3
LGSS-31,7/14/2015,Calopteryx sp.,1
LGSS-31,7/14/2015,Gomphus sp.,3
LGSS-31,7/14/2015,Undetermined Lymnaeidae,1
LGSS-31,7/14/2015,Undetermined Planorbidae,1
LGSS-31,7/14/2015,Undetermined Hydrobiidae,6
LGSS-31,7/14/2015,Undetermined Corbiculidae,1
LGSS-31,7/14/2015,Undetermined Pisidiidae,9
LGSS-31,7/14/2015,Undetermined Cambaridae,1
LGSS-32,6/25/2015,Hydrobius sp.,1
LGSS-32,6/25/2015,Microtendipes pedellus gr.,1
LGSS-32,6/25/2015,Chironomus sp.,35
LGSS-32,6/25/2015,Tanytarsus sp.,17
LGSS-32,6/25/2015,Stictochironomus sp.,2
LGSS-32,6/25/2015,Psectrotanypus sp.,7
LGSS-32,6/25/2015,Thienemannimyia gr. spp.,22
LGSS-32,6/25/2015,Prodiamesa sp.,1
LGSS-32,6/25/2015,Endotribelos sp.,2
LGSS-32,6/25/2015,Stenochironomus sp.,1
LGSS-32,6/25/2015,Polypedilum illinoense,1
LGSS-32,6/25/2015,Cricotopus sp.,1
LGSS-32,6/25/2015,Cricotopus sylvestris gr.,4
LGSS-32,6/25/2015,Dicrotendipes modestus,2
LGSS-32,6/25/2015,Dicrotendipes neomodestus,1
LGSS-32,6/25/2015,Parametriocnemus sp.,2
LGSS-32,6/25/2015,Micropsectra sp.,7
LGSS-32,6/25/2015,Limnophyes sp.,1
LGSS-32,6/25/2015,Undetermined Veliidae,2
LGSS-32,6/25/2015,Undetermined Planorbidae,8
LGSS-32,6/25/2015,Caecidotea sp.,6
LGSS-32,6/25/2015,Crangonyx sp.,25
LGSS-32,6/25/2015,Gammarus sp.,36
LGSS-32,6/25/2015,Undetermined Turbellaria,6
LGSS-32,6/25/2015,Undetermined Lumbriculidae,25
LGSS-32,6/25/2015,Undetermined Hirudinea,3
LGSS-33,6/24/2015,Hydroptila sp.,2
LGSS-33,6/24/2015,Mystacides sp.,1
LGSS-33,6/24/2015,Peltodytes sp.,1
LGSS-33,6/24/2015,Macronychus glabratus,2
LGSS-33,6/24/2015,Dicrotendipes modestus,3
LGSS-33,6/24/2015,Thienemannimyia gr. spp.,1
LGSS-33,6/24/2015,Ablabesmyia sp.,4
LGSS-33,6/24/2015,Cricotopus sylvestris gr.,11
LGSS-33,6/24/2015,Microtendipes pedellus gr.,12
LGSS-33,6/24/2015,Tanytarsus sp.,8
LGSS-33,6/24/2015,Polypedilum illinoense,3
LGSS-33,6/24/2015,Dicrotendipes neomodestus,2
LGSS-33,6/24/2015,Psectrotanypus sp.,1
LGSS-33,6/24/2015,Micropsectra polita,4
LGSS-33,6/24/2015,Endotribelos sp.,3
LGSS-33,6/24/2015,Parachironomus sp.,3
LGSS-33,6/24/2015,Polypedilum scalaenum gr.,1
LGSS-33,6/24/2015,Rheotanytarsus sp.,1
LGSS-33,6/24/2015,Paracladopelma sp.,1
LGSS-33,6/24/2015,Psectrocladius sp.,1
LGSS-33,6/24/2015,Enallagma sp.,2
LGSS-33,6/24/2015,Undetermined Physidae,3
LGSS-33,6/24/2015,Undetermined Lymnaeidae,1
LGSS-33,6/24/2015,Undetermined Planorbidae,11
LGSS-33,6/24/2015,Undetermined Corbiculidae,2
LGSS-33,6/24/2015,Caecidotea sp.,136
LGSS-33,6/24/2015,Crangonyx sp.,1
LGSS-33,6/24/2015,Hyalella azteca,116
LGSS-33,6/24/2015,Undetermined Turbellaria,8
LGSS-33,6/24/2015,Undet. Tubificidae w/o cap. setae,4
LGSS-33,6/24/2015,Stylaria lacustris,18
LGSS-33,6/24/2015,Undetermined Naididae,6
LGSS-33,6/24/2015,Undetermined Hirudinea,9
LGSS-34,8/13/2015,Procloeon sp.,2
LGSS-34,8/13/2015,Stenonema femoratum,1
LGSS-34,8/13/2015,Maccaffertium modestum,3
LGSS-34,8/13/2015,Undetermined Scirtidae,2
LGSS-34,8/13/2015,Dubiraphia sp.,1
LGSS-34,8/13/2015,Macronychus glabratus,3
LGSS-34,8/13/2015,Optioservus sp.,1
LGSS-34,8/13/2015,Undetermined Culicidae,4
LGSS-34,8/13/2015,Undetermined Tabanidae,2
LGSS-34,8/13/2015,Clinotanypus sp.,1
LGSS-34,8/13/2015,Thienemannimyia gr. spp.,3
LGSS-34,8/13/2015,Polypedilum illinoense,3
LGSS-34,8/13/2015,Stictochironomus sp.,4
LGSS-34,8/13/2015,Tanytarsus guerlus gr.,2
LGSS-34,8/13/2015,Omisus sp.,4
LGSS-34,8/13/2015,Polypedilum flavum,3
LGSS-34,8/13/2015,Microtendipes pedellus gr.,2
LGSS-34,8/13/2015,Cladotanytarsus sp.,1
LGSS-34,8/13/2015,Undetermined Calopterygidae,1
LGSS-34,8/13/2015,Boyeria sp.,1
LGSS-34,8/13/2015,Undetermined Gomphidae,1
LGSS-34,8/13/2015,Dromogomphus sp.,2
LGSS-34,8/13/2015,Undetermined Lymnaeidae,4
LGSS-34,8/13/2015,Undetermined Planorbidae,1
LGSS-34,8/13/2015,Ferrissia sp.,5
LGSS-34,8/13/2015,Undetermined Pisidiidae,1
LGSS-34,8/13/2015,Caecidotea sp.,61
LGSS-34,8/13/2015,Gammarus sp.,75
LGSS-34,8/13/2015,Undetermined Cambaridae,1
LGSS-34,8/13/2015,Undetermined Lumbricina,1
LGSS-34,8/13/2015,Undetermined Lumbriculidae,1
LGSS-34,8/13/2015,Limnodrilus sp.,1
LGSS-34,8/13/2015,Undet. Tubificidae w/o cap. setae,4
LGSS-35,6/24/2015,Neoclypeodytes sp.,7
LGSS-35,6/24/2015,Undetermined Phoridae,1
LGSS-35,6/24/2015,Procladius sp.,4
LGSS-35,6/24/2015,Thienemannimyia gr. spp.,1
LGSS-35,6/24/2015,Cricotopus sylvestris gr.,1
LGSS-35,6/24/2015,Tanytarsus sp.,2
LGSS-35,6/24/2015,Goeldichironomus sp.,1
LGSS-35,6/24/2015,Micropsectra sp.,2
LGSS-35,6/24/2015,Endotribelos sp.,1
LGSS-35,6/24/2015,Pisidium sp.,4
LGSS-35,6/24/2015,Caecidotea sp.,21
LGSS-35,6/24/2015,Dugesia sp.,6
LGSS-35,6/24/2015,Undetermined Lumbriculidae,3
LGSS-35,6/24/2015,Undetermined Enchytraeidae,3
LGSS-35,6/24/2015,Limnodrilus sp.,23
LGSS-35,6/24/2015,Undet. Tubificidae w/ cap. setae,47
LGSS-35,6/24/2015,Undet. Tubificidae w/o cap. setae,93
LGSS-R01,7/16/2015,Acerpenna sp.,4
LGSS-R01,7/16/2015,Phylocentropus sp.,3
LGSS-R01,7/16/2015,Undetermined Hydropsychidae,1
LGSS-R01,7/16/2015,Oecetis sp.,1
LGSS-R01,7/16/2015,Hydatophylax sp.,3
LGSS-R01,7/16/2015,Dubiraphia sp.,9
LGSS-R01,7/16/2015,Undetermined Haliplidae,1
LGSS-R01,7/16/2015,Sialis sp.,6
LGSS-R01,7/16/2015,Simulium sp.,11
LGSS-R01,7/16/2015,Undetermined Tabanidae,4
LGSS-R01,7/16/2015,Neoplasta sp.,1
LGSS-R01,7/16/2015,Procladius sublettei,7
LGSS-R01,7/16/2015,Thienemannimyia sp.,3
LGSS-R01,7/16/2015,Cryptochironomus fulvus gr.,4
LGSS-R01,7/16/2015,Paratanytarsus sp.,11
LGSS-R01,7/16/2015,Tanytarsus sp. P,13
LGSS-R01,7/16/2015,Cryptotendipes sp.,11
LGSS-R01,7/16/2015,Cricotopus/Orthocladius complex,7
LGSS-R01,7/16/2015,Tanytarsus guerlus gr.,21
LGSS-R01,7/16/2015,Tanytarsus sp.,7
LGSS-R01,7/16/2015,Phaenopsectra dyari?,15
LGSS-R01,7/16/2015,Polypedilum illinoense,6
LGSS-R01,7/16/2015,Parachironomus potamogeton,3
LGSS-R01,7/16/2015,Microtendipes rydalensis gr.,1
LGSS-R01,7/16/2015,Cricotopus bicinctus,10
LGSS-R01,7/16/2015,Paracladopelma undine,1
LGSS-R01,7/16/2015,Cladotanytarsus sp. 4,7
LGSS-R01,7/16/2015,Cladotanytarsus sp. 2,10
LGSS-R01,7/16/2015,Rheotanytarsus exiguus gr.,1
LGSS-R01,7/16/2015,Ablabesmyia simpsoni,1
LGSS-R01,7/16/2015,Polypedilum halterale gr.,1
LGSS-R01,7/16/2015,Chironomus sp.,1
LGSS-R01,7/16/2015,Tanytarsus curticornis gr.,1
LGSS-R01,7/16/2015,Tanytarsus sp. D,1
LGSS-R01,7/16/2015,Thienemanniella sp.,2
LGSS-R01,7/16/2015,Undetermined Corixidae,7
LGSS-R01,7/16/2015,Calopteryx sp.,2
LGSS-R01,7/16/2015,Gomphus sp.,1
LGSS-R01,7/16/2015,Undetermined Pisidiidae,11
LGSS-R01,7/16/2015,Undetermined Gastropoda,1
LGSS-R01,7/16/2015,Caecidotea sp.,1
LGSS-R01,7/16/2015,Hyalella azteca,4
LGSS-R01,7/16/2015,Crangonyx sp.,1
LGSS-R01,7/16/2015,Undet. Tubificidae w/ cap. setae,1
LGSS-R01,7/16/2015,Undet. Tubificidae w/o cap. setae,1
LGSS-R01,7/16/2015,Undetermined Hirudinea,1
LGSS-44,7/7/2015,Haliplus sp.,1
LGSS-44,7/7/2015,Undetermined Coleoptera,1
LGSS-44,7/7/2015,Procladius sp.,2
LGSS-44,7/7/2015,Psectrotanypus sp.,1
LGSS-44,7/7/2015,Chironomus sp.,1
LGSS-44,7/7/2015,Paratendipes sp.,9
LGSS-44,7/7/2015,Tanytarsus sp.,6
LGSS-44,7/7/2015,Microtendipes pedellus gr.,1
LGSS-44,7/7/2015,Hesperocorixa sp.,1
LGSS-44,7/7/2015,Valvata tricarinata,1
LGSS-44,7/7/2015,Amnicola sp.,2
LGSS-44,7/7/2015,Fossaria sp.,1
LGSS-44,7/7/2015,Physella sp.,1
LGSS-44,7/7/2015,Pisidium sp.,2
LGSS-44,7/7/2015,Caecidotea sp.,54
LGSS-44,7/7/2015,Gammarus sp.,50
LGSS-44,7/7/2015,Undetermined Lumbricina,1
LGSS-44,7/7/2015,Limnodrilus sp.,7
LGSS-44,7/7/2015,Undet. Tubificidae w/o cap. setae,56
LGSS-44,7/7/2015,Undetermined Naididae,4
LGSS-44,7/7/2015,Undetermined Hirudinea,5
LGSS-R02,7/16/2015,Phylocentropus sp.,1
LGSS-R02,7/16/2015,Cheumatopsyche sp.,1
LGSS-R02,7/16/2015,Oecetis sp.,2
LGSS-R02,7/16/2015,Dubiraphia sp.,14
LGSS-R02,7/16/2015,Macronychus sp.,1
LGSS-R02,7/16/2015,Simulium sp.,8
LGSS-R02,7/16/2015,Tabanus sp.,7
LGSS-R02,7/16/2015,Meropelopia sp.,2
LGSS-R02,7/16/2015,Conchapelopia sp.,10
LGSS-R02,7/16/2015,Labrundinia sp.,1
LGSS-R02,7/16/2015,Cryptochironomus fulvus gr.,3
LGSS-R02,7/16/2015,Endochironomus nigricans,3
LGSS-R02,7/16/2015,Polypedilum illinoense,5
LGSS-R02,7/16/2015,Cricotopus bicinctus,3
LGSS-R02,7/16/2015,Paratanytarsus sp.,7
LGSS-R02,7/16/2015,Tanytarsus guerlus gr.,9
LGSS-R02,7/16/2015,Procladius sublettei,1
LGSS-R02,7/16/2015,Dicrotendipes modestus,1
LGSS-R02,7/16/2015,Micropsectra polita,7
LGSS-R02,7/16/2015,Polypedilum scalaenum gr.,2
LGSS-R02,7/16/2015,Tanytarsus glabrescens gr.,4
LGSS-R02,7/16/2015,Cricotopus vierriensis,1
LGSS-R02,7/16/2015,Thienemannimyia sp.,2
LGSS-R02,7/16/2015,Cryptotendipes sp.,3
LGSS-R02,7/16/2015,Polypedilum flavum,1
LGSS-R02,7/16/2015,Aeshna sp.,1
LGSS-R02,7/16/2015,Calopteryx sp.,3
LGSS-R02,7/16/2015,Pisidium sp.,18
LGSS-R02,7/16/2015,Sphaerium striatinum,14
LGSS-R02,7/16/2015,Gammarus sp.,4
LGSS-R02,7/16/2015,Caecidotea sp.,56
LGSS-R02,7/16/2015,Spirosperma sp.,1
LGSS-R02,7/16/2015,Undet. Tubificidae w/o cap. setae,12
LGSS-R02,7/16/2015,Undetermined Hirudinea,3
LGSS-R02,7/16/2015,Macrobdella decora,1
LGSS-R03,6/19/2015,Acerpenna sp.,1
LGSS-R03,6/19/2015,Centroptilum sp.,1
LGSS-R03,6/19/2015,Undetermined Ephemerellidae,1
LGSS-R03,6/19/2015,Caenis sp.,1
LGSS-R03,6/19/2015,Leuctra sp.,3
LGSS-R03,6/19/2015,Brachycentrus appalachia,1
LGSS-R03,6/19/2015,Dubiraphia sp.,1
LGSS-R03,6/19/2015,Promoresia elegans,1
LGSS-R03,6/19/2015,Hydroporous sp.,1
LGSS-R03,6/19/2015,Simulium sp.,1
LGSS-R03,6/19/2015,Rheotanytarsus exiguus gr.,2
LGSS-R03,6/19/2015,Tanytarsus sp.,21
LGSS-R03,6/19/2015,Psectrocladius sp.,31
LGSS-R03,6/19/2015,Paratendipes sp.,8
LGSS-R03,6/19/2015,Cricotopus sp.,39
LGSS-R03,6/19/2015,Procladius sp.,2
LGSS-R03,6/19/2015,Thienemannimyia gr. spp.,5
LGSS-R03,6/19/2015,Ablabesmyia mallochi,5
LGSS-R03,6/19/2015,Polypedilum aviceps,5
LGSS-R03,6/19/2015,Microtendipes pedellus gr.,16
LGSS-R03,6/19/2015,Parametriocnemus sp.,13
LGSS-R03,6/19/2015,Cladopelma sp.,3
LGSS-R03,6/19/2015,Cricotopus bicinctus,2
LGSS-R03,6/19/2015,Micropsectra sp.,15
LGSS-R03,6/19/2015,Paratanytarsus sp.,11
LGSS-R03,6/19/2015,Paralauterborniella sp.,2
LGSS-R03,6/19/2015,Nilothauma sp.,5
LGSS-R03,6/19/2015,Zavreliella sp.,3
LGSS-R03,6/19/2015,Tvetenia vitracies,2
LGSS-R03,6/19/2015,Tribelos sp.,2
LGSS-R03,6/19/2015,Thienemanniella xena,2
LGSS-R03,6/19/2015,Heterotrissocladius sp.,2
LGSS-R03,6/19/2015,Cordulegaster sp.,2
LGSS-R03,6/19/2015,Ferrissia sp.,1
LGSS-R03,6/19/2015,Undetermined Valvatidae,2
LGSS-R03,6/19/2015,Undetermined Pisidiidae,3
LGSS-R04,7/15/2015,Procloeon sp.,1
LGSS-R04,7/15/2015,Caenis sp.,1
LGSS-R04,7/15/2015,Undetermined Hydroptilidae,1
LGSS-R04,7/15/2015,Dubiraphia sp.,1
LGSS-R04,7/15/2015,Promoresia elegans,2
LGSS-R04,7/15/2015,Hexatoma sp.,1
LGSS-R04,7/15/2015,Simulium sp.,1
LGSS-R04,7/15/2015,Procladius sp.,13
LGSS-R04,7/15/2015,Thienemannimyia gr. spp.,3
LGSS-R04,7/15/2015,Ablabesmyia mallochi,2
LGSS-R04,7/15/2015,Chironomus sp.,16
LGSS-R04,7/15/2015,Tribelos sp.,75
LGSS-R04,7/15/2015,Polypedilum illinoense,2
LGSS-R04,7/15/2015,Tanytarsus sp.,32
LGSS-R04,7/15/2015,Cladopelma sp.,11
LGSS-R04,7/15/2015,Microtendipes pedellus gr.,5
LGSS-R04,7/15/2015,Paratendipes sp.,3
LGSS-R04,7/15/2015,Labrundinia sp.,2
LGSS-R04,7/15/2015,Ablabesmyia sp.,2
LGSS-R04,7/15/2015,Cricotopus bicinctus,2
LGSS-R04,7/15/2015,Heterotrissocladius sp.,2
LGSS-R04,7/15/2015,Tanytarsus guerlus gr.,5
LGSS-R04,7/15/2015,Parachironomus sp.,2
LGSS-R04,7/15/2015,Paratanytarsus sp.,2
LGSS-R04,7/15/2015,Endochironomus sp.,2
LGSS-R04,7/15/2015,Pseudochironomus sp.,2
LGSS-R04,7/15/2015,Cricotopus sp.,2
LGSS-R04,7/15/2015,Dicrotendipes neomodestus,2
LGSS-R04,7/15/2015,Micropsectra sp.,2
LGSS-R04,7/15/2015,Polypedilum scalaenum gr.,2
LGSS-R04,7/15/2015,Undetermined Calopterygidae,1
LGSS-R04,7/15/2015,Undetermined Planorbidae,2
LGSS-R04,7/15/2015,Undet. Tubificidae w/ cap. setae,3
LGSS-R04,7/15/2015,Undet. Tubificidae w/o cap. setae,2
LGSS-R04,7/15/2015,Slavina appendiculata,2
LGSS-R04,7/15/2015,Nais sp.,4
LGSS-R05,7/14/2015,Acerpenna sp.,1
LGSS-R05,7/14/2015,Undetermined Leptophlebiidae,1
LGSS-R05,7/14/2015,Caenis sp.,7
LGSS-R05,7/14/2015,Undetermined Hydropsychidae,1
LGSS-R05,7/14/2015,Limnephilus sp.,4
LGSS-R05,7/14/2015,Oxyethira sp.,1
LGSS-R05,7/14/2015,Dubiraphia bivittata,1
LGSS-R05,7/14/2015,Dubiraphia sp.,5
LGSS-R05,7/14/2015,Sialis sp.,1
LGSS-R05,7/14/2015,Undetermined Tabanidae,2
LGSS-R05,7/14/2015,Bezzia sp.,5
LGSS-R05,7/14/2015,Microtendipes pedellus gr.,84
LGSS-R05,7/14/2015,Dicrotendipes modestus,9
LGSS-R05,7/14/2015,Tribelos sp.,1
LGSS-R05,7/14/2015,Polypedilum illinoense,6
LGSS-R05,7/14/2015,Cricotopus intersectus gr.,13
LGSS-R05,7/14/2015,Paratendipes sp.,12
LGSS-R05,7/14/2015,Ablabesmyia mallochi,1
LGSS-R05,7/14/2015,Thienemannimyia gr. spp.,6
LGSS-R05,7/14/2015,Paracladopelma sp.,1
LGSS-R05,7/14/2015,Polypedilum tritum,1
LGSS-R05,7/14/2015,Tanytarsus sp.,1
LGSS-R05,7/14/2015,Procladius sp.,3
LGSS-R05,7/14/2015,Parakiefferiella sp.,3
LGSS-R05,7/14/2015,Paratanytarsus sp.,4
LGSS-R05,7/14/2015,Tanytarsus curticornis gr.,3
LGSS-R05,7/14/2015,Cricotopus bicinctus,3
LGSS-R05,7/14/2015,Cricotopus sylvestris gr.,1
LGSS-R05,7/14/2015,Tanytarsus sp.,1
LGSS-R05,7/14/2015,Psectrocladius sp.,1
LGSS-R05,7/14/2015,Undetermined Corixidae,1
LGSS-R05,7/14/2015,Undetermined Libellulidae,1
LGSS-R05,7/14/2015,Undetermined Aeschnidae,1
LGSS-R05,7/14/2015,Undetermined Pisidiidae,1
LGSS-R05,7/14/2015,Hyalella azteca,14
LGSS-R05,7/14/2015,Undetermined Hirudinea,2
LGSS-R06,7/14/2015,Acerpenna macdunnoughi,6
LGSS-R06,7/14/2015,Callibaetis sp.,1
LGSS-R06,7/14/2015,Maccaffertium modestum,4
LGSS-R06,7/14/2015,Caenis sp.,7
LGSS-R06,7/14/2015,Procloeon sp.,1
LGSS-R06,7/14/2015,Phylocentropus sp.,2
LGSS-R06,7/14/2015,Brachycentrus incanus,1
LGSS-R06,7/14/2015,Dubiraphia sp.,5
LGSS-R06,7/14/2015,Ancyronyx sp.,1
LGSS-R06,7/14/2015,Dicranota sp.,1
LGSS-R06,7/14/2015,Simulium sp.,11
LGSS-R06,7/14/2015,Undetermined Ceratopogonidae,2
LGSS-R06,7/14/2015,Undetermined Diptera,1
LGSS-R06,7/14/2015,Procladius sp.,4
LGSS-R06,7/14/2015,Polypedilum flavum,3
LGSS-R06,7/14/2015,Cricotopus intersectus gr.,21
LGSS-R06,7/14/2015,Rheotanytarsus exiguus gr.,90
LGSS-R06,7/14/2015,Zavreliella sp.,1
LGSS-R06,7/14/2015,Micropsectra sp.,3
LGSS-R06,7/14/2015,Polypedilum illinoense,3
LGSS-R06,7/14/2015,Tanytarsus sp.,9
LGSS-R06,7/14/2015,Brillia sp.,3
LGSS-R06,7/14/2015,Thienemannimyia gr. spp.,3
LGSS-R06,7/14/2015,Neozavrelia sp.,5
LGSS-R06,7/14/2015,Cladotanytarsus daviesi,1
LGSS-R06,7/14/2015,Polypedilum scalaenum gr.,1
LGSS-R06,7/14/2015,Undetermined Corixidae,3
LGSS-R06,7/14/2015,Undetermined Gomphidae,1
LGSS-R06,7/14/2015,Undetermined Planorbidae,1
LGSS-R06,7/14/2015,Ferrissia sp.,2
LGSS-R06,7/14/2015,Undetermined Pisidiidae,1
LGSS-R06,7/14/2015,Undetermined Enchytraeidae,1
LGSS-R06,7/14/2015,Undet. Tubificidae w/ cap. setae,2
LGSS-R06,7/14/2015,Undet. Tubificidae w/o cap. setae,1
LGSS-R06,7/14/2015,Undetermined Hirudinea,1
LGSS-R07,7/14/2015,Acentrella sp.,2
LGSS-R07,7/14/2015,Acerpenna macdunnoughi,7
LGSS-R07,7/14/2015,Centroptilum sp.,2
LGSS-R07,7/14/2015,Undetermined Leptophlebiidae,4
LGSS-R07,7/14/2015,Caenis sp.,5
LGSS-R07,7/14/2015,Cheumatopsyche sp.,3
LGSS-R07,7/14/2015,Anacaena sp.,1
LGSS-R07,7/14/2015,Dubiraphia quadrinotata,1
LGSS-R07,7/14/2015,Dubiraphia vittata,1
LGSS-R07,7/14/2015,Dubiraphia sp.,12
LGSS-R07,7/14/2015,Optioservus sp.,1
LGSS-R07,7/14/2015,Stenelmis sp.,1
LGSS-R07,7/14/2015,Undetermined Ceratopogonidae,1
LGSS-R07,7/14/2015,Simulium sp.,1
LGSS-R07,7/14/2015,Undetermined Tabanidae,3
LGSS-R07,7/14/2015,Dicrotendipes neomodestus,1
LGSS-R07,7/14/2015,Tanytarsus sp.,36
LGSS-R07,7/14/2015,Tanytarsus curticornis gr.,1
LGSS-R07,7/14/2015,Cladotanytarsus sp.,26
LGSS-R07,7/14/2015,Cryptotendipes sp.,1
LGSS-R07,7/14/2015,Thienemanniella xena,7
LGSS-R07,7/14/2015,Microtendipes pedellus gr.,2
LGSS-R07,7/14/2015,Tribelos sp.,1
LGSS-R07,7/14/2015,Polypedilum flavum,1
LGSS-R07,7/14/2015,Parametriocnemus sp.,5
LGSS-R07,7/14/2015,Rheotanytarsus exiguus gr.,5
LGSS-R07,7/14/2015,Zavreliella sp.,6
LGSS-R07,7/14/2015,Thienemannimyia gr. spp.,9
LGSS-R07,7/14/2015,Ablabesmyia mallochi,1
LGSS-R07,7/14/2015,Cricotopus bicinctus,7
LGSS-R07,7/14/2015,Paratendipes sp.,1
LGSS-R07,7/14/2015,Micropsectra sp.,2
LGSS-R07,7/14/2015,Nilotanypus sp.,2
LGSS-R07,7/14/2015,Brillia flavifrons,1
LGSS-R07,7/14/2015,Procladius sp.,1
LGSS-R07,7/14/2015,Tanytarsus sp. o,2
LGSS-R07,7/14/2015,Cryptochironomus sp.,3
LGSS-R07,7/14/2015,Microtendipes rydalensis gr.,2
LGSS-R07,7/14/2015,Paratanytarsus sp.,1
LGSS-R07,7/14/2015,Rheotanytarsus pellucidus,1
LGSS-R07,7/14/2015,Undetermined Calopterygidae,1
LGSS-R07,7/14/2015,Boyeria sp.,2
LGSS-R07,7/14/2015,Undetermined Gomphidae,2
LGSS-R07,7/14/2015,Somatochlora sp.,1
LGSS-R07,7/14/2015,Undetermined Gerridae,1
LGSS-R07,7/14/2015,Undetermined Planorbidae,1
LGSS-R07,7/14/2015,Undetermined Pisidiidae,12
LGSS-R07,7/14/2015,Undetermined Cambaridae,1
LGSS-R07,7/14/2015,Undet. Tubificidae w/ cap. setae,2
LGSS-R07,7/14/2015,Undet. Tubificidae w/o cap. setae,18
LGSS-R08,6/30/2015,Callibaetis sp.,6
LGSS-R08,6/30/2015,Caenis sp.,1
LGSS-R08,6/30/2015,Leuctra sp.,2
LGSS-R08,6/30/2015,Polycentropus sp.,8
LGSS-R08,6/30/2015,Platycentropus sp.,4
LGSS-R08,6/30/2015,Hydroporous sp.,7
LGSS-R08,6/30/2015,Donacia sp.,1
LGSS-R08,6/30/2015,Sialis sp.,1
LGSS-R08,6/30/2015,Hexatoma sp.,1
LGSS-R08,6/30/2015,Thienemannimyia gr. spp.,13
LGSS-R08,6/30/2015,Procladius sp.,18
LGSS-R08,6/30/2015,Microtendipes pedellus gr.,26
LGSS-R08,6/30/2015,Psectrocladius sp.,6
LGSS-R08,6/30/2015,Chironomus sp.,16
LGSS-R08,6/30/2015,Psectrocladius sordidellus gr.,7
LGSS-R08,6/30/2015,Stictochironomus sp.,7
LGSS-R08,6/30/2015,Cricotopus intersectus gr.,13
LGSS-R08,6/30/2015,Paratanytarsus sp.,3
LGSS-R08,6/30/2015,Dicrotendipes modestus,5
LGSS-R08,6/30/2015,Ablabesmyia mallochi,2
LGSS-R08,6/30/2015,Tanytarsus sp.,14
LGSS-R08,6/30/2015,Ablabesmyia sp.,3
LGSS-R08,6/30/2015,Natarsia sp.,1
LGSS-R08,6/30/2015,Tanytarsus curticornis gr.,5
LGSS-R08,6/30/2015,Nilothauma babiyi,1
LGSS-R08,6/30/2015,Zavreliella sp.,1
LGSS-R08,6/30/2015,Limnophyes sp.,1
LGSS-R08,6/30/2015,Aeshna sp.,1
LGSS-R08,6/30/2015,Undetermined Corixidae,2
LGSS-R08,6/30/2015,Undetermined Coenagrionidae,1
LGSS-R08,6/30/2015,Calopteryx sp.,1
LGSS-R08,6/30/2015,Cordulegaster sp.,2
LGSS-R08,6/30/2015,Boyeria sp.,2
LGSS-R08,6/30/2015,Undetermined Pisidiidae,17
LGSS-R08,6/30/2015,Undetermined Lumbriculidae,2
LGSS-R08,6/30/2015,Undetermined Naididae,2
LGSS-R09,6/30/2015,Undetermined Baetidae,1
LGSS-R09,6/30/2015,Leucrocuta sp.,1
LGSS-R09,6/30/2015,Maccaffertium modestum,2
LGSS-R09,6/30/2015,Eurylophella sp.,2
LGSS-R09,6/30/2015,Caenis sp.,1
LGSS-R09,6/30/2015,Neureclipsis sp.,2
LGSS-R09,6/30/2015,Phylocentropus sp.,1
LGSS-R09,6/30/2015,Hydroptila nr. waubesiana,2
LGSS-R09,6/30/2015,Cheumatopsyche sp.,4
LGSS-R09,6/30/2015,Hydroptila sp.,2
LGSS-R09,6/30/2015,Triaenodes sp.,2
LGSS-R09,6/30/2015,Sialis sp.,1
LGSS-R09,6/30/2015,Simulium sp.,1
LGSS-R09,6/30/2015,Paratendipes sp.,4
LGSS-R09,6/30/2015,Polypedilum illinoense,15
LGSS-R09,6/30/2015,Cricotopus bicinctus,10
LGSS-R09,6/30/2015,Dicrotendipes neomodestus,7
LGSS-R09,6/30/2015,Tanytarsus sp.,33
LGSS-R09,6/30/2015,Cryptotendipes sp.,1
LGSS-R09,6/30/2015,Polypedilum scalaenum gr.,10
