final_id,macro_genspecies,tol_int,tol_char,tol_p_int,tol_n_int,ffg,reference,prevnames,final_tsn,final_id.y,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,org_id
corbicula_fluminea,corbicula_fluminea,6,facultative,,,filterer,83,"",81387,corbicula_fluminea,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,heterodonta,"","",veneroida,"","",corbiculoidea,corbiculidae,"","","",corbicula,"",corbicula_fluminea,"",
corbicula,corbicula_sp.,6,facultative,,,filterer,83,"",81385,corbicula,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,heterodonta,"","",veneroida,"","",corbiculoidea,corbiculidae,"","","",corbicula,"","","",
cordulegaster_maculata,cordulegaster_maculata,3,intolerant,,,predator,"83,122","",102031,cordulegaster_maculata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",odonata,anisoptera,"","",cordulegastridae,"","","",cordulegaster,"",cordulegaster_maculata,"",
cordulegaster,cordulegaster_sp.,3,intolerant,,,predator,"83,122","",102027,cordulegaster,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",odonata,anisoptera,"","",cordulegastridae,"","","",cordulegaster,"","","",
corydalus_cornutus,corydalus_cornutus,4,intolerant,2,2,predator,"83,37",corydalus_sp.,115034,corydalus_cornutus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,neuropterida,megaloptera,"","","",corydalidae,corydalinae,"","",corydalus,"",corydalus_cornutus,"",
corydalus,corydalus_sp.,4,intolerant,,,predator,"83,37","",115033,corydalus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,neuropterida,megaloptera,"","","",corydalidae,corydalinae,"","",corydalus,"","","",
corynoneura_lobata,corynoneura_lobata,4,intolerant,,,gatherer,"106,36",corynoneura_taris,128567,corynoneura_lobata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",corynoneura,"",corynoneura_lobata,"",
corynoneura_celeripes,corynoneura_nr._celeripes,4,intolerant,,,gatherer,106,corynoneura_celeripes,128565,corynoneura_celeripes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",corynoneura,"",corynoneura_celeripes,"",
corynoneura,corynoneura_sp.,4,intolerant,,,gatherer,"124,83","",128563,corynoneura,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",corynoneura,"","","",
crangonyx,crangonyx_sp.,6,facultative,,,gatherer,108,"",95081,crangonyx,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,"",peracarida,amphipoda,gammaridea,"","",crangonyctidae,"","","",crangonyx,"","","",
crenitis,crenitis_sp.,5,facultative,,,gatherer,"83,123","",113220,crenitis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,staphyliniformia,hydrophiloidea,hydrophilidae,hydrophilinae,anacaenini,"",crenitis,"","","",
cricotopus_absurdus,cricotopus_absurdus,5,facultative,,,shredder,"106,36","cricotopus_reversus_gr.,_cricotopus_sp._9",128578,cricotopus_absurdus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_absurdus,"",
cricotopus_annulator,cricotopus_annulator_gr.,7,facultative,,,shredder,107,"",128580,cricotopus_annulator,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_annulator,"",
cricotopus_bicinctus,cricotopus_bicinctus,7,tolerant,7,6,scraper,"106,107",cricotopus_sp._3,128583,cricotopus_bicinctus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_bicinctus,"",
cricotopus_elegans,cricotopus_elegans,7,facultative,,,shredder,107,"",128593,cricotopus_elegans,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_elegans,"",
cricotopus_festivellus,cricotopus_festivellus_gr.,7,facultative,,,gatherer,107,"",128594,cricotopus_festivellus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_festivellus,"",
cricotopus_fugax,cricotopus_fugax,7,facultative,,,shredder,107,"",128600,cricotopus_fugax,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_fugax,"",
cricotopus_intersectus,cricotopus_intersectus_gr.,7,facultative,,,shredder,"106,107",cricotopus_sp._7,128614,cricotopus_intersectus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(isocladius),cricotopus_intersectus,"",
cricotopus_lebetis,cricotopus_lebetis,,"",,,shredder,36,"",128656,cricotopus_tricinctus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(isocladius),cricotopus_tricinctus,"",
cricotopus_nostocicola,cricotopus_nostocicola,7,facultative,,,shredder,124,"",128628,cricotopus_nostocicola,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(nostococladius),cricotopus_nostocicola,"",
cricotopus_cylindraceus,cricotopus_nr._cylindraceus,7,facultative,,,shredder,107,"",128589,cricotopus_cylindraceus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_cylindraceus,"",
cricotopus_patens,cricotopus_nr._patens,7,facultative,,,shredder,36,"",128575,cricotopus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,"",cricotopus_patens,"",
cricotopus,cricotopus_sp.,7,facultative,,,shredder,106,"",128575,cricotopus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,"","","",
cricotopus,"cricotopus_sp._""""""""ozarks""""""""",7,facultative,,,shredder,106,"",128575,cricotopus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,"","","",
cricotopus,"cricotopus_sp._""""""""santa_fe""""""""",7,facultative,,,shredder,"","",128575,cricotopus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,"","","",
cricotopus_sylvestris,cricotopus_sylvestris_gr.,7,facultative,,,scraper,"106,107",cricotopus_sp._5,128645,cricotopus_sylvestris,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(isocladius),cricotopus_sylvestris,"",
cricotopus_tremulus,cricotopus_tremulus_gr.,7,facultative,8,9,shredder,"106,107",cricotopus_sp._1,128651,cricotopus_tremulus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_tremulus,"",
cricotopus_triannulatus,cricotopus_triannulatus,7,facultative,,,shredder,107,"",128653,cricotopus_triannulatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_triannulatus,"",
cricotopus_trifascia,cricotopus_trifascia_gr.,6,facultative,9,9,shredder,"106,107",cricotopus_sp._2,128659,cricotopus_trifascia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_trifascia,"",
cricotopus_vierriensis,cricotopus_vierriensis,7,facultative,6,5,shredder,107,"",128666,cricotopus_vierriensis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",cricotopus,cricotopus_(cricotopus),cricotopus_vierriensis,"",
orthocladiinae,cricotopus/orthocladius_complex,6,facultative,,,shredder,"83,36","",128457,orthocladiinae,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","","","","","",
cryptochironomus_fulvus,cryptochironomus_fulvus_gr.,8,tolerant,5,6,predator,32,"cryptochironomus_sp._1,_cryptochironomus_sp.",129376,cryptochironomus_fulvus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",cryptochironomus,"",cryptochironomus_fulvus,"",
cryptochironomus_ponderosus,cryptochironomus_ponderosus,8,tolerant,,,predator,32,"",129384,cryptochironomus_ponderosus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",cryptochironomus,"",cryptochironomus_ponderosus,"",
cryptochironomus,cryptochironomus_sp.,8,tolerant,,,predator,32,"",129368,cryptochironomus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",cryptochironomus,"","","",
cryptolabis,cryptolabis_sp.,4,intolerant,,,shredder,"","",120488,cryptolabis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,"",tipulidae,limoniinae,eriopterini,"",cryptolabis,"","","",
cryptotendipes_casuarius,cryptotendipes_casuarius,6,facultative,,,gatherer,118,"",129397,cryptotendipes_casuarius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",cryptotendipes,"",cryptotendipes_casuarius,"",
cryptotendipes_emorsus,cryptotendipes_emorsus,6,facultative,,,gatherer,118,"",129401,cryptotendipes_emorsus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",cryptotendipes,"",cryptotendipes_emorsus,"",
cryptotendipes_pseudotener,cryptotendipes_pseudotener,6,facultative,,,gatherer,118,"",129404,cryptotendipes_pseudotener,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",cryptotendipes,"",cryptotendipes_pseudotener,"",
cryptotendipes,cryptotendipes_sp.,6,facultative,,,gatherer,124,"",129394,cryptotendipes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",cryptotendipes,"","","",
culicoides,culicoides?_sp.,10,tolerant,,,predator,83,"",127340,culicoides,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",ceratopogonidae,ceratopogoninae,culicoidini,"",culicoides,"","","",
culoptila,culoptila_sp.,1,intolerant,,,scraper,125,"",115236,culoptila,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",glossosomatoidea,glossosomatidae,protoptilinae,"","",culoptila,"","","",
cultus_decisus,cultus_decisus,2,intolerant,,,predator,114,"",103139,cultus_decisus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,"","",perlodidae,perlodinae,diploperlini,"",cultus,"",cultus_decisus,"",
cultus,cultus_sp.,2,intolerant,,,predator,114,"",103137,cultus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,"","",perlodidae,perlodinae,diploperlini,"",cultus,"","","",
cyathura_polita,cyathura_polita,5,facultative,,,gatherer,48,"",542646,cyathura_polita,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,"",peracarida,isopoda,anthuridea,"","",anthuridae,"","","",cyathura,"",cyathura_polita,"",
cyathura,cyathura_sp.,5,facultative,,,gatherer,48,"",92148,cyathura,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,"",peracarida,isopoda,anthuridea,"","",anthuridae,"","","",cyathura,"","","",
cyrnellus_fraternus,cyrnellus_fraternus,8,tolerant,,,filterer,125,"psychomyiid_genus_a,_cyrnellus_sp._2",117092,cyrnellus_fraternus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,polycentropodidae,polycentropodinae,"","",cyrnellus,"",cyrnellus_fraternus,"",
cyrnellus,cyrnellus_sp.,8,tolerant,,,filterer,125,"",117091,cyrnellus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,polycentropodidae,polycentropodinae,"","",cyrnellus,"","","",
dannella_simplex,dannella_simplex,2,intolerant,,,gatherer,3,ephemerella_simplex,101363,dannella_simplex,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,"","","",dannella,"",dannella_simplex,"",
dannella,dannella_sp.,2,intolerant,,,gatherer,3,"",101360,dannella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,"","","",dannella,"","","",
dasyhelea,dasyhelea_sp.,4,intolerant,,,predator,"","",127278,dasyhelea,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",ceratopogonidae,dasyheleinae,"","",dasyhelea,"","","",
demicryptochironomus_cuneatus,demicryptochironomus_cuneatus,8,tolerant,,,gatherer,124,demicryptochironomus_sp._2,129422,demicryptochironomus_cuneatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",demicryptochironomus,"",demicryptochironomus_cuneatus,"",
demicryptochironomus,demicryptochironomus_sp.,8,tolerant,,,gatherer,124,"",129421,demicryptochironomus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",demicryptochironomus,"","","",
demicryptochironomus,demicryptochironomus_sp._3,8,tolerant,,,gatherer,124,"",129421,demicryptochironomus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",demicryptochironomus,"","","",
dero_digitata,dero_digitata,10,tolerant,,,gatherer,"18,83","",68904,dero_digitata,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",dero,"",dero_digitata,"",
dero_flabelliger,dero_flabelliger,10,tolerant,,,gatherer,"18,83","",68902,dero_flabelliger,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",dero,"",dero_flabelliger,"",
dero_furcata,dero_furcata,10,tolerant,,,gatherer,"18,83",aulophorus_furcatus,68912,dero_furcata,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",dero,"",dero_furcata,"",
dero_nivea,dero_nivea,10,tolerant,,,gatherer,"18,83","",68900,dero_nivea,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",dero,"",dero_nivea,"",
dero_obtusa,dero_obtusa,10,tolerant,,,gatherer,"18,83","",68907,dero_obtusa,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",dero,"",dero_obtusa,"",
dero_pectinata,dero_pectinata,10,tolerant,,,gatherer,"18,83","",68923,dero_pectinata,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",dero,"",dero_pectinata,"",
dero,dero_sp.,10,tolerant,,,gatherer,"18,83",aulophorus_sp.,68898,dero,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",dero,"","","",
dero_vaga,dero_vaga,10,tolerant,,,gatherer,"18,83","",68915,dero_vaga,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",dero,"",dero_vaga,"",
diamesa,diamesa_sp.,5,facultative,10,10,gatherer,124,diamesa_spp.,128355,diamesa,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,diamesinae,diamesini,"",diamesa,"","","",
dicranota,dicranota_sp.,3,intolerant,5,10,predator,"83,25","",121027,dicranota,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,"",tipulidae,limoniinae,pediciini,"",dicranota,"","","",
dicrotendipes_fumidus,dicrotendipes_fumidus,8,tolerant,,,gatherer,35,dicrotendipes_leucoscelis,129436,dicrotendipes_fumidus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",dicrotendipes,"",dicrotendipes_fumidus,"",
dicrotendipes_lucifer,dicrotendipes_lucifer,8,tolerant,,,gatherer,35,"dicrotendipes_nervosus_type_i,_dicrotendipes_nervosus,_dicrotendipes_sp._1",129458,dicrotendipes_lucifer,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",dicrotendipes,"",dicrotendipes_lucifer,"",
dicrotendipes_modestus,dicrotendipes_modestus,8,tolerant,,,gatherer,35,"",129448,dicrotendipes_modestus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",dicrotendipes,"",dicrotendipes_modestus,"",
dicrotendipes_neomodestus,dicrotendipes_neomodestus,8,tolerant,10,4,gatherer,35,dicrotendipes_sp._2,129450,dicrotendipes_neomodestus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",dicrotendipes,"",dicrotendipes_neomodestus,"",
dicrotendipes_nervosus,dicrotendipes_nervosus,8,tolerant,,,gatherer,35,"",129452,dicrotendipes_nervosus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",dicrotendipes,"",dicrotendipes_nervosus,"",
dicrotendipes_simpsoni,dicrotendipes_simpsoni,8,tolerant,,,gatherer,35,"dicrotendipes_nervosus_type_ii,_einfeldia_sp.",193743,dicrotendipes_simpsoni,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",dicrotendipes,"",dicrotendipes_simpsoni,"",
dicrotendipes,dicrotendipes_sp.,8,tolerant,,,gatherer,35,"",129428,dicrotendipes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",dicrotendipes,"","","",
dicrotendipes_thanatogratus,dicrotendipes_thanatogratus,8,tolerant,,,gatherer,35,"",206649,dicrotendipes_thanatogratus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",dicrotendipes,"",dicrotendipes_thanatogratus,"",
didymops,didymops_sp.,2,intolerant,,,predator,"83,_122","",101851,didymops,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",odonata,anisoptera,"","",corduliidae,macromiinae,"","",didymops,"","","",
dimecoenia_spinosa,dimecoenia_spinosa,6,facultative,,,shredder,71,"",147484,dimecoenia_spinosa,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,"",ephydridae,ephydrinae,ephydrini,"",dimecoenia,"",dimecoenia_spinosa,"",
dineutus,dineutus_sp.,4,intolerant,,,predator,"83,123","",112711,dineutus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,adephaga,"","",gyrinidae,gyrininae,enhydrini,"",dineutus,"","","",
diphetor_hageni,diphetor_hageni,6,facultative,,,gatherer,74,baetis_hageni,568598,diphetor_hageni,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"","",baetidae,"","","",diphetor,"",diphetor_hageni,"",
diphetor,diphetor_sp.,6,facultative,,,gatherer,74,"",568550,diphetor,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,pisciforma,"","",baetidae,"","","",diphetor,"","","",
diplectrona,diplectrona_sp.,5,facultative,,,filterer,"125,83","",115399,diplectrona,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,hydropsychidae,diplectroninae,"","",diplectrona,"","","",
diplocladius_cultriger,diplocladius_cultriger,8,tolerant,,,gatherer,"124,36",diplocladius_sp.,128671,diplocladius_cultriger,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",diplocladius,"",diplocladius_cultriger,"",
diplocladius,diplocladius_sp.,8,tolerant,,,gatherer,"124,36","",128670,diplocladius,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,orthocladiinae,"","",diplocladius,"","","",
diura,diura_sp.,2,intolerant,,,predator,113,"",103094,diura,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,"","",perlodidae,perlodinae,perlodini,"",diura,"","","",
dixa,dixa_sp.,1,intolerant,,,filterer,"83,127","",125810,dixa,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",dixidae,"","","",dixa,"","","",
dixella,dixella_sp.,1,intolerant,,,gatherer,"","",125854,dixella,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",dixidae,"","","",dixella,"","","",
djalmabatista,djalmabatista_sp.,6,facultative,,,"","","",128271,djalmabatista,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,tanypodinae,procladiini,"",djalmabatista,"","","",
dolophilodes,dolophilodes_sp.,0,intolerant,4,3,filterer,125,"",115319,dolophilodes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",philopotamoidea,philopotamidae,philopotaminae,"","",dolophilodes,"","","",
donacia,donacia_sp.,7,facultative,,,shredder,"","",114510,donacia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,cucujiformia,chrysomeloidea,chrysomelidae,donaciinae,donaciini,"",donacia,"","","",
dreissena_bugensis,dreissena_bugensis,8,tolerant,,,filterer,82,"",567514,dreissena_bugensis,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,heterodonta,"","",veneroida,"","",dreissenoidea,dreissenidae,"","","",dreissena,"",dreissena_bugensis,"",
dreissena_polymorpha,dreissena_polymorpha,8,tolerant,,,filterer,82,"",81339,dreissena_polymorpha,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,heterodonta,"","",veneroida,"","",dreissenoidea,dreissenidae,"","","",dreissena,"",dreissena_polymorpha,"",
dreissena,dreissena_sp.,8,tolerant,,,filterer,82,"",81338,dreissena,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,heterodonta,"","",veneroida,"","",dreissenoidea,dreissenidae,"","","",dreissena,"","","",
